season,date,home_team,away_team,venue,is_final,split,home_elo,away_elo,elo_diff,elo_win_prob,home_rest_days,away_rest_days,rest_diff,home_travel_km,away_travel_km,travel_diff_km,home_win_pct,home_avg_margin,home_last_margin,home_form_games,home_off_big_win,home_off_big_loss,home_win_streak,home_loss_streak,away_win_pct,away_avg_margin,away_last_margin,away_form_games,away_off_big_win,away_off_big_loss,away_win_streak,away_loss_streak,form_win_pct_diff,form_margin_diff,venue_games,venue_avg_total,venue_home_win_pct,h2h_home_open,h2h_away_open,h2h_home_close,h2h_away_close,mkt_home_prob_open,home_line_open,home_line_close,total_open,total_close,home_score,away_score,home_margin,total_score,home_win
2015,2015-04-26,Western Bulldogs,Adelaide Crows,Marvel Stadium,0,train,1418.11,1641.62,-223.51,0.2865,7,8,-1,1.4,652.5,-651.1,0.4,-22.0,-70,5,0,1,0,1,0.8,40.2,25,5,0,0,4,0,-0.4,-62.2,265,189.6,0.536,4.12,1.257,3.73,1.322,0.2338,24.5,23.5,182.5,187.5,125,68,57,193,1
2015,2015-05-01,Carlton Blues,Collingwood Magpies,MCG,0,train,1422.63,1515.32,-92.69,0.4602,6,6,0,1.9,1.9,0.0,0.2,-15.4,40,5,1,0,1,0,0.6,2.8,20,5,0,0,2,0,-0.4,-18.2,302,180.7,0.576,2.51,1.561,2.8,1.5,0.3834,11.5,11.5,178.5,179.5,45,120,-75,165,0
2015,2015-05-02,Richmond Tigers,Geelong Cats,MCG,0,train,1482.14,1510.93,-28.79,0.5519,8,6,2,1.9,65.7,-63.8,0.4,-0.4,-32,5,0,0,0,1,0.2,-23.8,-16,5,0,0,0,1,0.2,23.4,303,180.7,0.574,2.08,1.793,1.689,2.31,0.4629,3.5,-8.5,178.5,175.5,76,85,-9,161,0
2015,2015-05-02,Sydney Swans,Western Bulldogs,SCG,0,train,1757.84,1505.87,251.98,0.8611,7,6,1,2.9,712.9,-710.0,0.6,0.8,-14,5,0,0,0,1,0.6,2.0,57,5,1,0,1,0,0.0,-1.2,47,175.4,0.723,1.185,5.14,1.17,5.89,0.8126,-33.5,-31.5,145.5,153.5,73,77,-4,150,0
2015,2015-05-02,Gold Coast Suns,Brisbane Lions,People First Stadium,0,train,1246.52,1256.95,-10.43,0.5779,7,6,1,1.6,69.6,-68.0,0.0,-36.2,-66,5,0,1,0,5,0.0,-57.6,-53,5,0,1,0,5,0.0,21.4,43,179.4,0.349,1.775,2.1,2.26,1.719,0.5419,-2.5,5.5,166.5,175.5,118,54,64,172,1
2015,2015-05-02,West Coast Eagles,Greater Western Sydney Giants,Domain Stadium,0,train,1570.87,1388.56,182.31,0.8059,6,7,-1,2.4,3292.9,-3290.5,0.6,26.8,53,5,1,0,1,0,0.8,21.0,66,5,1,0,1,0,-0.2,5.8,130,175.7,0.662,1.578,2.47,1.74,2.22,0.6102,-10.5,-5.5,187.5,189.5,120,33,87,153,1
2015,2015-05-02,North Melbourne Kangaroos,Hawthorn Hawks,Marvel Stadium,0,train,1555.48,1828.06,-272.58,0.2324,6,7,-1,1.4,1.4,0.0,0.4,-11.6,16,5,0,0,1,0,0.6,37.0,-8,5,0,0,0,1,-0.2,-48.6,266,189.6,0.538,3.24,1.37,3.81,1.312,0.2972,19.5,23.5,195.5,196.5,70,130,-60,200,0
2015,2015-05-03,Melbourne Demons,Fremantle Dockers,MCG,0,train,1268.09,1751.63,-483.54,0.0825,9,8,1,1.9,2723.4,-2721.4,0.4,-8.4,32,5,0,0,1,0,0.8,14.6,14,5,0,0,4,0,-0.4,-23.0,304,180.6,0.572,4.74,1.208,6.48,1.149,0.2031,30.5,33.5,158.5,158.5,50,118,-68,168,0
2015,2015-05-03,St Kilda Saints,Essendon Bombers,Marvel Stadium,0,train,1244.54,1524.74,-280.2,0.2247,8,8,0,1.4,1.4,0.0,0.2,-34.8,-40,5,0,1,0,2,0.4,-4.2,-20,5,0,0,0,1,-0.2,-30.6,267,189.7,0.536,5.45,1.169,5.83,1.172,0.1766,35.5,40.5,182.5,178.5,80,82,-2,162,0
2015,2015-05-03,Adelaide Crows,Port Adelaide Power,Adelaide Oval,0,train,1553.86,1615.96,-62.1,0.5042,7,8,-1,1.5,1.5,0.0,0.8,30.2,-57,5,0,1,0,1,0.4,-8.4,8,5,0,0,2,0,0.4,38.6,28,178.2,0.714,2.34,1.636,2.29,1.699,0.4115,7.5,7.5,181.5,182.5,91,115,-24,206,0
2015,2015-05-08,Collingwood Magpies,Geelong Cats,MCG,0,train,1558.12,1521.2,36.92,0.6426,7,6,1,1.9,65.7,-63.8,0.8,30.8,75,5,1,0,3,0,0.4,-20.8,9,5,0,0,1,0,0.4,51.6,305,180.6,0.57,1.714,2.2,1.714,2.2,0.5621,-5.5,-5.5,168.5,168.5,59,100,-41,159,0
2015,2015-05-09,North Melbourne Kangaroos,Richmond Tigers,Ninja Stadium,0,train,1533.86,1471.88,61.99,0.675,7,7,0,1373.6,1373.6,0.0,0.4,-9.4,-60,5,0,1,0,1,0.4,9.2,-9,5,0,0,0,2,0.0,-18.6,6,187.7,0.667,1.476,2.77,1.476,2.77,0.6524,-13.5,-13.5,188.5,183.5,109,74,35,183,1
2015,2015-05-09,Western Bulldogs,St Kilda Saints,Marvel Stadium,0,train,1512.99,1243.62,269.37,0.8727,7,6,1,1.4,1.4,0.0,0.8,4.0,4,5,0,0,2,0,0.2,-19.4,-2,5,0,0,0,3,0.6,23.4,268,189.6,0.534,1.285,3.84,1.285,3.84,0.7493,-24.5,-24.5,187.5,183.5,87,94,-7,181,0
2015,2015-05-09,Greater Western Sydney Giants,Hawthorn Hawks,ENGIE Stadium,0,train,1370.51,1849.67,-479.16,0.0844,7,7,0,19.1,700.5,-681.5,0.6,2.4,-87,5,0,1,0,1,0.6,36.4,60,5,1,0,1,0,0.0,-34.0,21,190.9,0.238,4.09,1.259,4.09,1.259,0.2354,29.5,27.5,182.5,189.5,108,98,10,206,1
2015,2015-05-09,Gold Coast Suns,Adelaide Crows,People First Stadium,0,train,1285.77,1528.85,-243.08,0.264,7,6,1,1.6,1598.0,-1596.4,0.2,-13.0,64,5,1,0,1,0,0.6,9.6,-24,5,0,0,0,2,-0.4,-22.6,44,179.2,0.364,6.18,1.14,6.18,1.14,0.1557,38.5,38.5,186.5,187.5,78,119,-41,197,0
2015,2015-05-09,Fremantle Dockers,Essendon Bombers,Domain Stadium,0,train,1759.3,1525.67,233.63,0.848,6,6,0,2.4,2723.7,-2721.3,1.0,32.6,68,5,1,0,5,0,0.6,-1.4,2,5,0,0,1,0,0.4,34.0,131,175.5,0.664,1.268,4,1.268,4,0.7593,-24.5,-24.5,160.5,155.5,80,52,28,132,1
2015,2015-05-09,Melbourne Demons,Sydney Swans,MCG,0,train,1260.42,1750.73,-490.3,0.0796,6,7,-1,1.9,712.4,-710.5,0.4,-16.0,-68,5,0,1,0,1,0.6,12.6,-4,5,0,0,0,2,-0.2,-28.6,306,180.5,0.569,4.87,1.2,4.87,1.2,0.1977,30.5,30.5,155.5,153.5,50,88,-38,138,0
2015,2015-05-10,Carlton Blues,Brisbane Lions,Marvel Stadium,0,train,1379.83,1217.69,162.13,0.7871,9,8,1,1.4,1375.5,-1374.1,0.2,-30.4,-75,5,0,1,0,1,0.0,-58.0,-64,5,0,1,0,5,0.2,27.6,269,189.5,0.532,1.277,3.91,1.25,4.19,0.7538,-23.5,-25.5,188.5,186.5,75,84,-9,159,0
2015,2015-05-10,Port Adelaide Power,West Coast Eagles,Adelaide Oval,0,train,1640.97,1588.92,52.04,0.6623,7,8,-1,1.5,2130.7,-2129.2,0.6,-3.0,24,5,0,0,3,0,0.6,33.8,87,5,1,0,2,0,0.0,-36.8,29,179.1,0.69,1.185,5.14,1.185,5.14,0.8126,-30.5,-32.5,179.5,179.5,68,78,-10,146,0
2015,2015-05-15,Essendon Bombers,North Melbourne Kangaroos,Marvel Stadium,0,train,1516.87,1557.37,-40.5,0.5352,6,6,0,1.4,1.4,0.0,0.6,-4.6,-28,5,0,0,0,1,0.6,13.0,35,5,0,0,1,0,0.0,-17.6,270,189.4,0.53,2.65,1.512,3.22,1.4,0.3633,10.5,16.5,176.5,174.5,82,93,-11,175,0
2015,2015-05-16,Adelaide Crows,St Kilda Saints,Adelaide Oval,0,train,1551.22,1256.24,294.98,0.8882,7,7,0,1.5,654.6,-653.2,0.6,2.4,41,5,1,0,1,0,0.4,-16.2,7,5,0,0,1,0,0.2,18.6,30,178.0,0.667,1.181,5.2,1.232,4.69,0.8149,-32.5,-30.5,189.5,189.5,119,73,46,192,1
2015,2015-05-16,Hawthorn Hawks,Melbourne Demons,MCG,0,train,1830.75,1254.17,576.57,0.9757,7,7,0,1.9,1.9,0.0,0.4,22.0,-10,5,0,0,0,1,0.2,-28.8,-38,5,0,0,0,2,0.2,50.8,307,180.4,0.567,1.133,6.41,1.074,10.25,0.8498,-38.5,-46.5,173.5,176.5,155,50,105,205,1
2015,2015-05-16,Carlton Blues,Greater Western Sydney Giants,Marvel Stadium,0,train,1365.19,1389.43,-24.24,0.5584,6,7,-1,1.4,714.7,-713.3,0.2,-26.8,-9,5,0,0,0,2,0.6,2.6,10,5,0,0,1,0,-0.4,-29.4,271,189.4,0.528,2.85,1.454,2.73,1.518,0.3378,18.5,13.5,187.5,189.5,57,135,-78,192,0
2015,2015-05-16,West Coast Eagles,Gold Coast Suns,Domain Stadium,0,train,1602.61,1263.4,339.21,0.9111,6,7,-1,2.4,3626.4,-3624.0,0.8,37.8,10,5,0,0,3,0,0.2,-16.0,-41,5,0,1,0,1,0.6,53.8,132,175.2,0.667,1.139,6.2,1.107,8.23,0.8448,-39.5,-39.5,150.5,157.5,135,43,92,178,1
2015,2015-05-16,Sydney Swans,Geelong Cats,Accor Stadium,0,train,1756.97,1575.65,181.32,0.805,7,8,-1,13.7,769.3,-755.7,0.6,17.8,38,5,0,0,1,0,0.6,-0.2,41,5,1,0,2,0,0.0,18.0,23,170.6,0.435,1.285,3.84,1.208,5.08,0.7493,-21.5,-31.5,164.5,165.5,120,77,43,197,1
2015,2015-05-17,Western Bulldogs,Fremantle Dockers,Marvel Stadium,0,train,1500.36,1768.1,-267.74,0.2374,8,8,0,1.4,2720.2,-2718.8,0.6,0.6,-7,5,0,0,0,1,1.0,36.8,28,5,0,0,5,0,-0.4,-36.2,272,189.4,0.526,4.33,1.238,4.5,1.246,0.2223,28.5,24.5,169.5,170.5,88,101,-13,189,0
2015,2015-05-17,Richmond Tigers,Collingwood Magpies,MCG,0,train,1448.37,1503.67,-55.3,0.514,8,9,-1,1.9,1.9,0.0,0.2,-3.2,-35,5,0,0,0,3,0.6,20.2,-41,5,0,1,0,1,-0.4,-23.4,308,180.5,0.568,2.11,1.769,2.04,1.869,0.456,6.5,2.5,168.5,173.5,105,100,5,205,1
2015,2015-05-17,Brisbane Lions,Port Adelaide Power,Gabba,0,train,1232.33,1627.28,-394.94,0.1302,7,7,0,2.2,1600.6,-1598.4,0.2,-53.8,9,5,0,0,1,0,0.6,-3.6,-10,5,0,0,0,1,-0.4,-50.2,67,184.6,0.433,4.87,1.2,4.69,1.232,0.1977,32.5,30.5,176.5,174.5,102,65,37,167,1
2015,2015-05-22,Geelong Cats,Carlton Blues,Marvel Stadium,0,train,1558.32,1313.26,245.07,0.8563,6,6,0,63.3,1.4,61.9,0.6,0.0,-43,5,0,1,0,1,0.2,-28.6,-78,5,0,1,0,3,0.4,28.6,273,189.4,0.524,1.222,4.54,1.238,4.61,0.7879,-30.5,-28.5,186.5,189.5,140,63,77,203,1
2015,2015-05-23,St Kilda Saints,West Coast Eagles,Marvel Stadium,0,train,1245.84,1610.88,-365.04,0.1509,7,7,0,1.4,2720.2,-2718.8,0.2,-31.0,-46,5,0,1,0,1,0.8,42.4,92,5,1,0,4,0,-0.6,-73.4,274,189.4,0.526,4.68,1.212,5.76,1.175,0.2057,29.5,35.5,187.5,186.5,78,131,-53,209,0
2015,2015-05-23,Greater Western Sydney Giants,Adelaide Crows,ENGIE Stadium,0,train,1441.36,1561.62,-120.26,0.4211,7,7,0,19.1,1143.8,-1124.7,0.6,9.2,78,5,1,0,2,0,0.6,6.2,46,5,1,0,2,0,0.0,3.0,22,191.5,0.273,1.555,2.53,1.558,2.61,0.6193,-9.5,-14.5,195.5,192.5,108,84,24,192,1
2015,2015-05-23,Gold Coast Suns,Collingwood Magpies,People First Stadium,0,train,1255.13,1498.65,-243.52,0.2635,7,6,1,1.6,1343.8,-1342.2,0.2,-28.8,-92,5,0,1,0,2,0.6,24.6,-5,5,0,0,0,2,-0.4,-53.4,45,179.6,0.356,3.16,1.384,4.14,1.277,0.3046,18.5,26.5,177.5,179.5,63,132,-69,195,0
2015,2015-05-23,Fremantle Dockers,North Melbourne Kangaroos,Domain Stadium,0,train,1774.48,1569.54,204.94,0.8255,6,8,-2,2.4,2723.7,-2721.3,1.0,30.6,13,5,0,0,5,0,0.6,-1.2,11,5,0,0,2,0,0.4,31.8,133,175.2,0.669,1.21,4.71,1.217,4.93,0.7956,-30.5,-31.5,165.5,163.5,115,42,73,157,1
2015,2015-05-23,Hawthorn Hawks,Sydney Swans,MCG,0,train,1833.01,1774.3,58.7,0.6709,7,7,0,1.9,712.4,-710.5,0.6,43.4,105,5,1,0,1,0,0.6,16.8,43,5,1,0,2,0,0.0,26.6,309,180.5,0.57,1.555,2.53,1.492,2.82,0.6193,-10.5,-14.5,186.5,184.5,69,73,-4,142,0
2015,2015-05-24,Essendon Bombers,Brisbane Lions,Marvel Stadium,0,train,1504.71,1298.84,205.86,0.8262,9,7,2,1.4,1375.5,-1374.1,0.4,-7.2,-11,5,0,0,0,2,0.4,-30.0,37,5,0,0,2,0,0.0,22.8,275,189.5,0.524,1.24,4.3,1.224,4.82,0.7762,-27.5,-31.5,176.5,173.5,136,78,58,214,1
2015,2015-05-24,Melbourne Demons,Western Bulldogs,MCG,0,train,1251.92,1493.98,-242.07,0.2652,8,7,1,1.9,1.9,0.0,0.2,-40.8,-105,5,0,1,0,3,0.4,-5.8,-13,5,0,0,0,2,-0.2,-35.0,310,180.4,0.568,3.16,1.384,3.29,1.387,0.3046,20.5,17.5,171.5,166.5,103,64,39,167,1
2015,2015-05-24,Port Adelaide Power,Richmond Tigers,Adelaide Oval,0,train,1560.77,1453.39,107.37,0.7295,7,7,0,1.5,654.6,-653.2,0.6,-1.4,-37,5,0,0,0,2,0.4,1.6,5,5,0,0,1,0,0.2,-3.0,31,178.5,0.677,1.273,3.94,1.414,3.15,0.7558,-23.5,-20.5,177.5,182.5,43,76,-33,119,0
2015,2015-05-29,Sydney Swans,Carlton Blues,SCG,0,train,1779.85,1299.89,479.95,0.9584,6,7,-1,2.9,712.9,-710.0,0.6,13.4,4,5,0,0,3,0,0.2,-39.8,-77,5,0,1,0,4,0.4,53.2,48,174.9,0.708,1.01,25.5,1.01,25.5,0.9619,-61.5,-72.5,180.5,180.5,122,62,60,184,1
2015,2015-05-30,Melbourne Demons,Port Adelaide Power,Traeger Park,0,train,1311.14,1511.01,-199.87,0.3151,6,6,0,1890.1,1329.5,560.6,0.4,-28.0,39,5,0,0,1,0,0.4,-9.6,-33,5,0,0,0,3,0.0,-18.4,1,170.0,,3.39,1.344,2.86,1.48,0.2839,20.5,14.5,165.5,167.5,54,115,-61,169,0
2015,2015-05-30,Hawthorn Hawks,Gold Coast Suns,UTAS Stadium,0,train,1827.46,1230.62,596.84,0.9783,7,7,0,443.2,1596.4,-1153.2,0.4,28.6,-4,5,0,0,0,1,0.2,-40.8,-69,5,0,1,0,3,0.2,69.4,23,183.6,0.87,1.01,25.5,1.01,25.5,0.9619,-68.5,-67.5,187.5,180.5,93,40,53,133,1
2015,2015-05-30,Western Bulldogs,Greater Western Sydney Giants,Marvel Stadium,0,train,1434.76,1470.07,-35.32,0.5426,6,7,-1,1.4,714.7,-713.3,0.4,0.4,-39,5,0,0,0,3,0.8,18.2,24,5,0,0,3,0,-0.4,-17.8,276,189.6,0.525,2.43,1.595,2.84,1.487,0.3963,10.5,14.5,191.5,189.5,113,68,45,181,1
2015,2015-05-30,Adelaide Crows,Fremantle Dockers,Adelaide Oval,0,train,1532.91,1790.71,-257.79,0.2479,7,7,0,1.5,2130.7,-2129.2,0.4,-3.6,-24,5,0,0,0,1,1.0,39.2,73,5,1,0,5,0,-0.6,-42.8,32,176.6,0.656,3.58,1.317,3.69,1.327,0.2689,-21.5,23.5,169.5,166.5,57,68,-11,125,0
2015,2015-05-30,Richmond Tigers,Essendon Bombers,MCG,0,train,1503.15,1520.87,-17.72,0.5676,6,6,0,1.9,1.9,0.0,0.4,-7.6,33,5,0,0,2,0,0.4,0.2,58,5,1,0,1,0,0.0,-7.8,311,180.4,0.569,1.769,2.11,1.847,2.07,0.544,-3.5,-3.5,165.5,166.5,72,59,13,131,1
2015,2015-05-31,Brisbane Lions,St Kilda Saints,Gabba,0,train,1282.68,1231.8,50.88,0.6608,7,8,-1,2.2,1373.6,-1371.4,0.4,-25.8,-58,5,0,1,0,1,0.2,-26.8,-53,5,0,1,0,2,0.2,1.0,68,184.3,0.441,1.555,2.53,1.628,2.44,0.6193,-9.5,-7.5,179.5,179.5,86,108,-22,194,0
2015,2015-05-31,West Coast Eagles,Geelong Cats,Domain Stadium,0,train,1624.92,1571.69,53.23,0.6639,8,9,-1,2.4,2675.0,-2672.5,1.0,59.0,53,5,1,0,5,0,0.6,13.6,77,5,1,0,1,0,0.4,45.4,134,175.1,0.672,1.392,3.12,1.5,2.8,0.6915,-16.5,-15.5,181.5,182.5,120,64,56,184,1
2015,2015-05-31,Collingwood Magpies,North Melbourne Kangaroos,MCG,0,train,1523.16,1553.31,-30.15,0.55,8,8,0,1.9,1.9,0.0,0.6,23.6,69,5,1,0,1,0,0.6,-14.2,-73,5,0,1,0,1,0.0,37.8,312,180.2,0.571,2.16,1.735,1.8,2.13,0.4454,-4.5,-2.5,165.5,160.5,112,95,17,207,1
2015,2015-06-05,Fremantle Dockers,Richmond Tigers,Domain Stadium,0,train,1796.34,1514.76,281.58,0.8803,6,6,0,2.4,2723.7,-2721.3,1.0,38.6,11,5,0,0,5,0,0.6,1.4,13,5,0,0,3,0,0.4,37.2,135,175.1,0.674,1.229,4.44,1.254,4.4,0.7832,-28.5,-24.5,157.5,155.5,70,97,-27,167,0
2015,2015-06-06,Carlton Blues,Adelaide Crows,MCG,0,train,1296.02,1527.28,-231.25,0.2775,8,7,1,1.9,655.5,-653.5,0.0,-59.8,-60,5,0,1,0,5,0.4,5.6,-11,5,0,0,0,2,-0.4,-65.4,313,180.3,0.572,4.84,1.202,3.23,1.398,0.1989,29.5,22.5,185.5,188.5,90,99,-9,189,0
2015,2015-06-06,Gold Coast Suns,Sydney Swans,People First Stadium,0,train,1228.61,1783.72,-555.11,0.0562,7,8,-1,1.6,684.6,-683.1,0.2,-38.2,-53,5,0,1,0,4,0.8,28.2,60,5,1,0,4,0,-0.6,-66.4,46,180.0,0.348,25.5,1.01,25.5,1.01,0.0381,55.5,60.5,181.5,172.5,41,93,-52,134,0
2015,2015-06-06,Port Adelaide Power,Western Bulldogs,Adelaide Oval,0,train,1540.32,1477.29,63.02,0.6763,7,7,0,1.5,654.6,-653.2,0.4,1.0,61,5,1,0,1,0,0.4,-2.0,45,5,1,0,1,0,0.0,3.0,33,175.1,0.636,1.266,4.02,1.253,4.42,0.7605,-26.5,-30.5,173.5,171.5,100,62,38,162,1
2015,2015-06-06,Essendon Bombers,Geelong Cats,Marvel Stadium,0,train,1509.25,1540.43,-31.18,0.5485,7,6,1,1.4,63.3,-61.9,0.4,1.6,-13,5,0,0,0,1,0.6,5.6,-56,5,0,1,0,1,-0.2,-4.0,277,189.6,0.527,2.21,1.709,1.99,1.917,0.4361,5.5,2.5,177.5,176.5,53,122,-69,175,0
2015,2015-06-07,Greater Western Sydney Giants,Brisbane Lions,ENGIE Stadium,0,train,1427.54,1252.64,174.9,0.7991,8,7,1,19.1,735.0,-715.9,0.6,-4.0,-45,5,0,1,0,1,0.4,-19.6,-22,5,0,0,0,2,0.2,15.6,23,191.6,0.304,1.01,25.5,1.01,25.5,0.9619,-39.5,-46.5,187.5,186.5,97,67,30,164,1
2015,2015-06-07,North Melbourne Kangaroos,West Coast Eagles,Ninja Stadium,0,train,1537.5,1656.18,-118.68,0.4234,7,7,0,1373.6,3606.8,-2233.2,0.4,-20.8,-17,5,0,0,0,2,1.0,59.6,56,5,1,0,5,0,-0.6,-80.4,7,187.0,0.714,2.35,1.632,2.02,1.884,0.4098,2.5,3.5,172.5,176.5,85,75,10,160,1
2015,2015-06-07,St Kilda Saints,Hawthorn Hawks,Marvel Stadium,0,train,1261.85,1829.48,-567.63,0.0525,7,8,-1,1.4,1.4,0.0,0.4,-14.4,22,5,0,0,1,0,0.6,40.8,53,5,1,0,1,0,-0.2,-55.2,278,189.5,0.525,25.5,1.01,25.5,1.01,0.0381,55.5,56.5,194.5,197.5,69,132,-63,201,0
2015,2015-06-08,Melbourne Demons,Collingwood Magpies,MCG,0,train,1281.84,1538.97,-257.13,0.2486,9,8,1,1.9,1.9,0.0,0.2,-46.6,-61,5,0,1,0,1,0.6,23.0,17,5,0,0,2,0,-0.4,-69.6,314,180.3,0.57,3.91,1.277,3.89,1.303,0.2462,24.5,25.5,161.5,165.5,85,110,-25,195,0
2015,2015-06-12,Port Adelaide Power,Geelong Cats,Adelaide Oval,0,train,1565.73,1591.44,-25.7,0.5563,6,6,0,1.5,628.0,-626.5,0.4,3.8,38,5,0,0,2,0,0.6,17.6,69,5,1,0,1,0,-0.2,-13.8,34,174.7,0.647,1.5,2.69,1.454,2.97,0.642,-14.5,-15.5,173.5,171.5,69,92,-23,161,0
2015,2015-06-13,Gold Coast Suns,Fremantle Dockers,People First Stadium,0,train,1223.38,1747.22,-523.84,0.0665,7,8,-1,1.6,3623.9,-3622.3,0.0,-61.4,-52,5,0,1,0,5,0.8,19.6,-27,5,0,0,0,1,-0.8,-81.0,47,179.0,0.34,25.5,1.01,25.5,1.01,0.0381,46.5,46.5,159.5,160.5,46,53,-7,99,0
2015,2015-06-13,West Coast Eagles,Essendon Bombers,Domain Stadium,0,train,1644.26,1458.24,186.02,0.8092,6,7,-1,2.4,2723.7,-2721.3,0.8,40.2,-10,5,0,0,0,1,0.2,-12.6,-69,5,0,1,0,2,0.6,52.8,136,175.1,0.669,1.214,4.65,1.152,6.38,0.793,-31.5,-40.5,176.5,175.5,96,46,50,142,1
2015,2015-06-13,North Melbourne Kangaroos,Sydney Swans,Marvel Stadium,0,train,1549.41,1788.94,-239.53,0.268,6,7,-1,1.4,714.7,-713.3,0.6,-6.8,10,5,0,0,1,0,1.0,39.4,52,5,1,0,5,0,-0.4,-46.2,279,189.5,0.523,2.79,1.471,2.59,1.568,0.3452,14.5,11.5,181.5,180.5,75,91,-16,166,0
2015,2015-06-14,Collingwood Magpies,Greater Western Sydney Giants,MCG,0,train,1551.82,1439.99,111.83,0.7346,6,7,-1,1.9,712.4,-710.5,0.6,13.0,25,5,0,0,3,0,0.8,19.4,30,5,0,0,1,0,-0.2,-6.4,315,180.4,0.568,1.645,2.4,1.74,2.22,0.5933,-8.5,-7.5,181.5,181.5,119,77,42,196,1
2015,2015-06-14,St Kilda Saints,Melbourne Demons,Marvel Stadium,0,train,1256.97,1268.99,-12.02,0.5757,7,6,1,1.4,1.4,0.0,0.4,-26.6,-63,5,0,1,0,1,0.2,-38.0,-25,5,0,0,0,2,0.2,11.4,280,189.5,0.521,1.826,2.04,1.684,2.32,0.5277,-2.5,-6.5,175.5,175.5,85,83,2,168,1
2015,2015-06-18,Adelaide Crows,Hawthorn Hawks,Adelaide Oval,0,train,1532.44,1834.36,-301.92,0.2036,12,11,1,1.5,654.6,-653.2,0.6,12.2,9,5,0,0,1,0,0.6,41.4,63,5,1,0,2,0,0.0,-29.2,35,174.3,0.629,3.16,1.384,3.18,1.408,0.3046,18.5,17.5,185.5,184.5,85,114,-29,199,0
2015,2015-06-19,Richmond Tigers,West Coast Eagles,MCG,0,train,1563.88,1662.0,-98.12,0.4525,14,6,8,1.9,2723.4,-2721.4,0.8,8.6,27,5,0,0,4,0,0.8,48.2,50,5,1,0,1,0,0.0,-39.6,316,180.4,0.57,1.74,2.16,1.862,2.05,0.5538,-4.5,-2.5,169.5,169.5,70,90,-20,160,0
2015,2015-06-20,Carlton Blues,Port Adelaide Power,MCG,0,train,1290.86,1539.29,-248.43,0.2581,14,8,6,1.9,655.5,-653.5,0.0,-46.6,-9,5,0,0,0,5,0.4,1.2,-23,5,0,0,0,1,-0.4,-47.8,317,180.4,0.568,3.69,1.303,3.12,1.42,0.261,22.5,16.5,180.5,182.5,110,106,4,216,1
2015,2015-06-20,Western Bulldogs,Brisbane Lions,Marvel Stadium,0,train,1451.87,1240.19,211.69,0.831,14,13,1,1.4,1375.5,-1374.1,0.2,-10.4,-38,5,0,0,0,1,0.4,-12.8,-30,5,0,0,0,3,-0.2,2.4,281,189.4,0.523,1.319,3.56,1.303,3.89,0.7297,-24.5,-25.5,182.5,182.5,146,74,72,220,1
2015,2015-06-20,Greater Western Sydney Giants,North Melbourne Kangaroos,ENGIE Stadium,0,train,1416.95,1540.55,-123.6,0.4165,6,7,-1,19.1,700.5,-681.5,0.6,9.0,-42,5,0,1,0,1,0.4,-17.0,-16,5,0,0,0,1,0.2,26.0,24,190.4,0.333,2.82,1.462,3.21,1.403,0.3414,-14.5,15.5,175.5,179.5,61,117,-56,178,0
2015,2015-06-21,Geelong Cats,Melbourne Demons,GMHBA Stadium,0,train,1617.88,1267.24,350.64,0.9163,9,7,2,0.8,65.5,-64.6,0.6,14.0,23,5,0,0,2,0,0.2,-30.8,-2,5,0,0,0,3,0.4,44.8,43,183.5,0.907,1.169,5.45,1.151,6.41,0.8234,-34.5,-40.5,171.5,166.5,89,113,-24,202,0
2015,2015-06-25,Fremantle Dockers,Collingwood Magpies,Domain Stadium,0,train,1748.18,1574.86,173.33,0.7977,12,11,1,2.4,2723.7,-2721.3,0.8,15.4,7,5,0,0,1,0,0.8,29.6,42,5,1,0,4,0,0.0,-14.2,137,174.8,0.672,1.303,3.69,1.322,3.73,0.739,-26.5,-22.5,164.5,164.5,80,73,7,153,1
2015,2015-06-26,Sydney Swans,Richmond Tigers,SCG,0,train,1797.8,1545.18,252.62,0.8616,13,7,6,2.9,712.9,-710.0,1.0,35.0,16,5,0,0,5,0,0.8,11.6,-20,5,0,0,0,1,0.2,23.4,49,175.0,0.714,1.222,4.54,1.344,3.56,0.7879,-25.5,-21.5,165.5,165.5,77,95,-18,172,0
2015,2015-06-27,Hawthorn Hawks,Essendon Bombers,MCG,0,train,1846.56,1440.5,406.06,0.9377,9,14,-5,1.9,1.9,0.0,0.8,49.2,29,5,0,0,3,0,0.2,-17.0,-50,5,0,1,0,3,0.6,66.2,318,180.5,0.569,1.01,25.5,1.01,25.5,0.9619,-44.5,-50.5,179.5,182.5,114,76,38,190,1
2015,2015-06-27,Brisbane Lions,Adelaide Crows,Gabba,0,train,1224.47,1520.23,-295.76,0.2094,7,9,-2,2.2,1600.6,-1598.4,0.2,-29.0,-72,5,0,1,0,4,0.4,-1.8,-29,5,0,0,0,1,-0.2,-27.2,69,184.4,0.435,3.69,1.303,3.44,1.363,0.261,23.5,23.5,182.5,180.5,69,82,-13,151,0
2015,2015-06-27,St Kilda Saints,Western Bulldogs,Marvel Stadium,0,train,1258.72,1467.59,-208.87,0.304,13,7,6,1.4,1.4,0.0,0.4,-27.6,2,5,0,0,1,0,0.4,5.4,72,5,1,0,1,0,0.0,-33.0,282,189.5,0.525,3.08,1.4,2.55,1.581,0.3125,14.5,14.5,186.5,189.5,56,62,-6,118,0
